@relation tweeters

@attribute firstperson	numeric
@attribute secondperson	numeric
@attribute thirdperson	numeric
@attribute conjunctions	numeric
@attribute pasttense	numeric
@attribute futuretense	numeric
@attribute commas	numeric
@attribute colonssemis	numeric
@attribute dashes	numeric
@attribute parentheses	numeric
@attribute ellipses	numeric
@attribute commonnouns	numeric
@attribute propernouns	numeric
@attribute averbs	numeric
@attribute wh-words	numeric
@attribute modernslang	numeric
@attribute all-caps	numeric
@attribute avg-sent-len	numeric
@attribute avg-token-len	numeric
@attribute sentencecount	numeric
@attribute class	{britneyspears,bieberpunc,katyperry,ladygaga,rihanna,taylorswift13}

@data
2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 2, 0, 1, 19, 9.667, 3.897, 3, britneyspears
1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 3, 1, 0, 0, 1, 9.500, 4.684, 2, britneyspears
1, 4, 2, 1, 4, 0, 0, 1, 0, 0, 0, 7, 2, 3, 0, 2, 7, 10.667, 3.500, 3, britneyspears
1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 8, 1, 2, 0, 0, 4, 13.500, 3.333, 2, britneyspears
1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 0, 6.000, 3.333, 3, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 4.000, 3.250, 1, britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 8.000, 4.417, 3, britneyspears
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 5.000, 4.000, 1, britneyspears
2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 3, 2, 0, 2, 5, 7.250, 3.931, 4, britneyspears
1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 16, 0, 2, 0, 0, 17, 8.333, 4.720, 3, britneyspears
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 0, 0, 9.500, 3.263, 2, britneyspears
2, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 8, 1, 0, 1, 0, 2, 12.000, 3.917, 2, britneyspears
4, 4, 0, 0, 3, 1, 0, 0, 0, 0, 0, 10, 1, 1, 0, 3, 10, 8.500, 3.206, 4, britneyspears
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9, 1, 0, 1, 0, 4, 11.500, 4.826, 2, britneyspears
1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5.667, 3.824, 3, britneyspears
2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 2, 13.000, 3.654, 2, britneyspears
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 2, 0, 0, 0, 1, 8.667, 4.269, 3, britneyspears
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 3, 2, 0, 0, 1, 6.333, 4.158, 3, britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 1, 0, 0, 6, 6.500, 3.808, 4, britneyspears
2, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 7, 1, 4, 0, 0, 1, 7.500, 3.567, 4, britneyspears
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 9.500, 4.368, 2, britneyspears
1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 0, 0, 0, 1, 8.500, 4.235, 2, britneyspears
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.000, 3.500, 1, britneyspears
0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 7.333, 3.727, 3, britneyspears
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 4.000, 4.333, 3, britneyspears
1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 1, 14.000, 3.643, 1, britneyspears
1, 0, 0, 3, 1, 0, 1, 3, 0, 0, 0, 11, 1, 3, 0, 0, 6, 10.333, 3.774, 3, britneyspears
3, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 7, 4, 1, 0, 0, 4, 7.000, 3.643, 4, britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 2, 13.000, 3.615, 1, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 4.000, 2.875, 2, britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5.500, 4.909, 2, britneyspears
0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 8, 1, 0, 0, 0, 1, 5.750, 4.478, 4, britneyspears
0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 12.000, 3.667, 2, britneyspears
0, 0, 1, 1, 1, 0, 2, 0, 1, 0, 0, 8, 1, 0, 0, 0, 1, 23.000, 4.000, 1, britneyspears
1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 6, 1, 1, 0, 0, 2, 6.250, 3.880, 4, britneyspears
